mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_min_child_weight,param_max_depth,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
413.95368552207947,0.8559425761213534,1.848713795344035,0.023844344515140222,0.8,1,4,5,1.0,"{'subsample': 0.8, 'min_child_weight': 1, 'max_depth': 4, 'gamma': 5, 'colsample_bytree': 1.0}",0.6460083637619058,0.6504028794929655,0.6506347755859627,0.6490153396136114,0.002128359584130759,2
349.69671273231506,1.6204802923720807,2.312998612721761,0.033865626950200664,0.6,5,5,1,0.6,"{'subsample': 0.6, 'min_child_weight': 5, 'max_depth': 5, 'gamma': 1, 'colsample_bytree': 0.6}",0.6495472912865266,0.6534789232750035,0.6526966088411537,0.6519076078008945,0.001699279161752844,1
289.7801396052043,2.560210871260734,1.5301134586334229,0.11464197075352377,1.0,10,3,0.5,0.8,"{'subsample': 1.0, 'min_child_weight': 10, 'max_depth': 3, 'gamma': 0.5, 'colsample_bytree': 0.8}",0.6401005410082559,0.6451455519837799,0.6459616315812166,0.6437359081910841,0.0025920927700510614,5
250.6494619846344,4.317967263447803,1.5355758666992188,0.09732762436535276,0.8,1,3,5,0.6,"{'subsample': 0.8, 'min_child_weight': 1, 'max_depth': 3, 'gamma': 5, 'colsample_bytree': 0.6}",0.6416156869054712,0.6454834512717389,0.6469510549113378,0.6446833976961827,0.00225042251326669,4
355.11526465415955,5.5712097171892685,1.5438508192698162,0.16964426107531272,0.6,5,4,0.5,1.0,"{'subsample': 0.6, 'min_child_weight': 5, 'max_depth': 4, 'gamma': 0.5, 'colsample_bytree': 1.0}",0.6458819848177142,0.6498404847433675,0.6506270289360312,0.6487831661657043,0.0020764236645728997,3
